OBJECTID1,CountyName,StateAbbr,asd_code,asd_desc,county_code,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,MEAN_Nrate_lbperac,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha
1298,Muscatine,IA,60,EAST CENTRAL,139,6336.6,58199.2,978.6,11391.8,88000,87100,166.4,700,19.1,70600,71000,49,1/1/2006 0:00,53.70006657,60.19777,21.70402,162.4835,74.31631,-6.2654
1299,Muscatine,IA,60,EAST CENTRAL,139,6237,61384,1021,11596,106000,104600,180.6,1000,21.6,55400,55500,50,1/1/2007 0:00,59.42249284,66.61262,21.92373,161.9574,59.05108,-14.36997
1300,Muscatine,IA,60,EAST CENTRAL,139,6062.2,68767.2,852,11634,97500,94000,166,,,61700,62200,44.5,1/1/2008 0:00,65.27935901,73.17816,22.9747,150.1228,55.34385,1.37391
1301,Muscatine,IA,60,EAST CENTRAL,139,5887.4,76150.4,683,11672,97000,95500,166.6,,,64700,65000,51.5,1/1/2009 0:00,53.27426602,59.72045,23.44097,163.0767,72.19949,-7.71579
1302,Muscatine,IA,60,EAST CENTRAL,139,5712.6,83533.6,514,11710,93500,91500,144.8,,,66800,67300,48.9,1/1/2010 0:00,59.84604378,67.08742,24.41426,150.802,69.42866,10.12834
1303,Muscatine,IA,60,EAST CENTRAL,139,5537.8,90916.8,345,11748,96000,94000,164.6,,,67100,67500,56.7,1/1/2011 0:00,61.28270321,68.69791,24.79627,172.7766,85.89551,6.61309
1304,Muscatine,IA,60,EAST CENTRAL,139,5363,98300,176,11786,96000,94000,152.6,,,67800,68000,52.1,1/1/2012 0:00,57.95447827,64.96697,25.50346,159.6253,75.95573,6.80086
1305,Muscatine,IA,60,EAST CENTRAL,139,5436.2,95727.4,170.6,11209,91000,87600,158.3,,,69600,69900,47.1,1/1/2013 0:00,53.18025301,59.61506,25.3472,155.087,67.83819,-2.28655
1306,Muscatine,IA,60,EAST CENTRAL,139,5509.4,93154.8,165.2,10632,91000,87800,188.1,,,69200,70000,56.7,1/1/2014 0:00,49.34949415,55.32078,24.68423,185.472,90.46,-15.00699
1307,Muscatine,IA,60,EAST CENTRAL,139,5582.6,90582.2,159.8,10055,90000,88100,177.7,,,71200,71500,56.2,1/1/2015 0:00,49.46716745,55.45269,23.96259,180.8987,90.91553,-10.56789
1308,Muscatine,IA,60,EAST CENTRAL,139,5655.8,88009.6,154.4,9478,93000,90800,203,1950,22.5,69400,71600,60.8,1/1/2016 0:00,52.62222039,58.98951,22.87822,198.5801,100.1466,-16.56577
1309,Muscatine,IA,60,EAST CENTRAL,139,5729,85437,149,8901,87000,83700,206.8,,,74300,74700,60.3,1/1/2017 0:00,53.55236076,60.0322,22.6441,203.1835,105.1076,-15.3996
1310,Muscatine,IA,60,EAST CENTRAL,139,5802.2,82864.4,143.6,8324,93000,90600,209.6,,,72100,72600,61.7,1/1/2018 0:00,48.42992122,54.28994,21.48157,204.1252,103.0654,-25.28829
1311,Muscatine,IA,60,EAST CENTRAL,139,5875.4,80291.8,138.2,7747,86500,83800,173.2,,,68300,68800,55.2,1/1/2019 0:00,48.97804699,54.90439,22.23532,177.3604,88.57967,-11.64102
1312,Cerro Gordo,IA,20,NORTH CENTRAL,33,2690,125840,470,0,143100,141500,146,1200,18.9,130200,131000,44.3,1/1/1997 0:00,65.97460883,73.95753,12.82339,147.684,67.39514,6.49206
1313,Cerro Gordo,IA,20,NORTH CENTRAL,33,2690.8,129472.4,454.2,1578,148100,147400,146.4,700,19.4,125400,125800,49.1,1/1/1998 0:00,60.23486301,67.52328,13.64936,155.729,76.68671,2.13035
1314,Cerro Gordo,IA,20,NORTH CENTRAL,33,2691.6,133104.8,438.4,3156,150000,148200,144.1,1000,16.3,142900,143000,41.4,1/1/1999 0:00,62.63340799,70.21205,13.52297,141.8054,61.17081,3.10043
1315,Cerro Gordo,IA,20,NORTH CENTRAL,33,2692.4,136737.2,422.6,4734,159000,157600,149.4,1100,20.8,134400,134500,46.9,1/1/2000 0:00,64.78226774,72.62093,14.26201,152.6313,71.06396,5.3156
1316,Cerro Gordo,IA,20,NORTH CENTRAL,33,2693.2,140369.6,406.8,6312,152000,150200,146.8,1000,18.4,143000,144000,43.9,1/1/2001 0:00,55.4121471,62.11702,14.89719,147.8508,67.54995,-3.28664
1317,Cerro Gordo,IA,20,NORTH CENTRAL,33,2694,144002,391,7890,157400,155500,168.5,900,16.7,130500,131000,45,1/1/2002 0:00,56.27968372,63.08953,16.06532,156.228,65.77254,-11.30061
1318,Cerro Gordo,IA,20,NORTH CENTRAL,33,2778.8,141497.8,398.4,7612.4,160500,158500,161.5,1000,21,129400,130000,29.1,1/1/2003 0:00,61.48550479,68.92525,15.69987,122.1445,26.32847,-11.19091
1319,Cerro Gordo,IA,20,NORTH CENTRAL,33,2863.6,138993.6,405.8,7334.8,172500,170500,168.2,800,15.6,117300,118000,44.2,1/1/2004 0:00,63.692973,71.39983,15.45055,151.3369,57.06028,-7.42624
1320,Cerro Gordo,IA,20,NORTH CENTRAL,33,2948.4,136489.4,413.2,7057.2,175000,173000,184,1000,18,114900,115500,52.1,1/1/2005 0:00,69.58859194,78.00881,15.20123,171.382,72.83352,-5.33844
1321,Cerro Gordo,IA,20,NORTH CENTRAL,33,3033.2,133985.2,420.6,6779.6,177000,175300,169.1,1400,19.9,112300,112500,49.1,1/1/2006 0:00,62.35296114,69.89767,15.00355,158.8552,64.88368,-9.0703
1322,Cerro Gordo,IA,20,NORTH CENTRAL,33,3118,131481,428,6502,204000,201500,173.2,2000,18.4,82400,82500,51,1/1/2007 0:00,80.68098212,90.44338,14.90786,154.7552,51.0377,1.63374
1323,Cerro Gordo,IA,20,NORTH CENTRAL,33,2494.4,131452.8,342.4,6442.4,187500,179500,166,,,100100,101000,45,1/1/2008 0:00,78.60695021,88.11839,14.43704,148.2689,50.69255,4.97908
1324,Cerro Gordo,IA,20,NORTH CENTRAL,33,1870.8,131424.6,256.8,6382.8,179000,178500,169.8,,,102600,103000,47,1/1/2009 0:00,69.4557381,77.85989,14.39386,153.692,56.83749,-4.60076
1325,Cerro Gordo,IA,20,NORTH CENTRAL,33,1247.2,131396.4,171.2,6323.2,181000,176000,173,,,103700,104000,51.5,1/1/2010 0:00,74.26221446,83.24794,13.87036,162.8049,65.66353,-0.02307
1326,Cerro Gordo,IA,20,NORTH CENTRAL,33,623.6,131368.2,85.6,6263.6,185500,183900,169.3,,,96000,96600,47.7,1/1/2011 0:00,90.88128124,101.8779,13.63714,152.7971,54.58294,17.30088
1327,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,131340,0,6204,182500,177300,124.8,,,98500,99000,42.5,1/1/2012 0:00,85.32149943,95.6454,13.28959,124.7486,46.17069,30.35708
1328,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,129889.2,0,6200.4,141500,130300,163.1,,,88100,88700,40.3,1/1/2013 0:00,67.8174968,76.02341,16.09633,142.0373,46.00249,-3.91507
1329,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,128438.4,0,6196.8,184000,181800,168.3,,,97000,97400,50.2,1/1/2014 0:00,74.1870154,83.16364,13.04097,156.4526,59.85035,-0.39764
1330,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,126987.6,0,6193.2,163500,160400,196.9,,,113900,114500,58.9,1/1/2015 0:00,69.49918455,77.90858,13.07225,190.5418,90.59202,-8.96895
1331,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,125536.8,0,6189.6,177500,174200,193.6,,,97400,98000,58.6,1/1/2016 0:00,74.27984576,83.26771,13.06149,182.414,77.6639,-8.4209
1332,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,124086,0,6186,163500,162500,208.9,,,113400,114000,55.2,1/1/2017 0:00,75.73378154,84.89757,12.8389,188.7764,82.1408,-8.89913
1333,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,122635.2,0,6182.4,162500,160300,184.4,,,114200,115500,51.7,1/1/2018 0:00,68.07261879,76.3094,12.68759,172.3282,75.20989,-8.12132
1334,Cerro Gordo,IA,20,NORTH CENTRAL,33,0,121184.4,0,6178.8,173000,169300,191.8,,,102200,103000,52.7,1/1/2019 0:00,68.88748747,77.22287,12.65038,173.9622,69.57401,-14.51494
1335,Howard,IA,30,NORTHEAST,89,5237,97430,4536,0,113300,108300,140.9,4600,17.8,96800,98600,44.3,1/1/1997 0:00,63.7755526,71.49239,18.47923,145.0919,65.61639,10.49611
1336,Howard,IA,30,NORTHEAST,89,5351,105298.8,4277,4543.6,122500,119500,151,3000,14.6,94700,95100,47.1,1/1/1998 0:00,61.04455197,68.43095,20.55387,152.0162,68.24561,5.21423
1337,Howard,IA,30,NORTHEAST,89,5465,113167.6,4018,9087.2,110000,107800,154.4,2100,21.2,103900,104000,46.7,1/1/1999 0:00,61.27320004,68.68726,23.50138,156.8778,74.83691,10.14775
1338,Howard,IA,30,NORTHEAST,89,5579,121036.4,3759,13630.8,114000,111800,140.3,1900,16.5,97800,98000,48,1/1/2000 0:00,59.70006546,66.92377,26.34939,151.8228,74.43378,15.88414
1339,Howard,IA,30,NORTHEAST,89,5693,128905.2,3500,18174.4,104000,101400,130.5,2000,16.7,108500,109000,31.4,1/1/2001 0:00,55.1044041,61.77204,28.83964,116.5505,36.47116,10.53234
1340,Howard,IA,30,NORTHEAST,89,5807,136774,3241,22718,108700,104500,164.6,3800,18.2,96900,97000,49.2,1/1/2002 0:00,53.05353453,59.47301,32.56984,165.1378,78.99016,5.89521
1341,Howard,IA,30,NORTHEAST,89,5444.2,154239.4,3378.2,23089.4,109000,104000,151.4,4000,18.8,100600,101000,26.4,1/1/2003 0:00,62.19917829,69.72528,33.96943,112.8663,21.27541,12.10382
1342,Howard,IA,30,NORTHEAST,89,5081.4,171704.8,3515.4,23460.8,115000,111500,160.8,2500,21.2,94800,95000,40.4,1/1/2004 0:00,64.17389117,71.93893,36.03593,144.2704,54.25375,17.95821
1343,Howard,IA,30,NORTHEAST,89,4718.6,189170.2,3652.6,23832.2,122000,119000,183.8,2400,20.6,94000,94500,54.9,1/1/2005 0:00,68.92480936,77.26471,36.95848,180.3314,86.56724,20.45903
1344,Howard,IA,30,NORTHEAST,89,4355.8,206635.6,3789.8,24203.6,116500,114800,165.3,1300,19.6,94100,94500,47.3,1/1/2006 0:00,64.15037998,71.91257,39.97855,158.9826,70.42056,23.32908
1345,Howard,IA,30,NORTHEAST,89,3993,224101,3927,24575,131000,128500,169.8,2000,20.5,79900,80000,48.8,1/1/2007 0:00,75.10624035,84.19409,42.03526,158.0707,62.69017,30.84882
1346,Howard,IA,30,NORTHEAST,89,3943.4,218703.4,3744.6,25529.4,123000,118000,164,,,88700,89000,44.5,1/1/2008 0:00,76.08911007,85.29589,41.42074,151.5303,59.65379,34.84012
1347,Howard,IA,30,NORTHEAST,89,3893.8,213305.8,3562.2,26483.8,128000,122500,169.9,,,90700,91500,43.5,1/1/2009 0:00,68.87971379,77.21416,39.60343,151.9506,56.98011,21.8471
1348,Howard,IA,30,NORTHEAST,89,3844.2,207908.2,3379.8,27438.2,130500,125500,191.4,,,90700,90900,54.7,1/1/2010 0:00,63.73322883,71.44495,38.865,181.0545,80.98257,10.23802
1349,Howard,IA,30,NORTHEAST,89,3794.6,202510.6,3197.4,28392.6,136500,128000,185.8,7300,25,87900,88500,51.4,1/1/2011 0:00,82.47740402,92.45717,37.85097,171.6526,70.56505,29.22059
1350,Howard,IA,30,NORTHEAST,89,3745,197113,3015,29347,138500,133900,137.8,,,85200,85500,46.4,1/1/2012 0:00,79.64695097,89.28423,37.626,140.0306,58.15883,45.03846
1351,Howard,IA,30,NORTHEAST,89,3985.8,221506.2,3052.2,28435.6,86000,78600,159.1,,,80200,80500,41.2,1/1/2013 0:00,47.80792033,53.59268,53.94574,147.8799,60.07508,19.7336
1352,Howard,IA,30,NORTHEAST,89,4226.6,245899.4,3089.4,27524.2,136500,133300,164.4,,,84600,85000,48.7,1/1/2014 0:00,72.89753146,81.71813,43.05059,155.8661,63.24332,32.14594
1353,Howard,IA,30,NORTHEAST,89,4467.4,270292.6,3126.6,26612.8,126000,119700,202.1,,,94600,94900,59.9,1/1/2015 0:00,66.29535281,74.31709,45.67426,197.414,96.81576,19.39311
1354,Howard,IA,30,NORTHEAST,89,4708.2,294685.8,3163.8,25701.4,132500,128700,202.2,3600,24.5,85000,85200,56.4,1/1/2016 0:00,70.57173345,79.11092,48.88923,186.7431,80.79167,22.04872
1355,Howard,IA,30,NORTHEAST,89,4949,319079,3201,24790,124000,121000,201.7,,,88800,89300,51.6,1/1/2017 0:00,71.85275404,80.54694,52.49379,180.1572,75.56128,28.44481
1356,Howard,IA,30,NORTHEAST,89,5189.8,343472.2,3238.2,23878.6,131000,126500,185.5,,,86500,87100,53.7,1/1/2018 0:00,64.9621452,72.82256,53.87742,175.4547,76.61206,27.85734
1357,Howard,IA,30,NORTHEAST,89,5430.6,367865.4,3275.4,22967.2,134000,128200,194.2,,,81000,81500,52.1,1/1/2019 0:00,65.74352756,73.69849,57.09701,174.9639,69.27966,25.11126
1358,Plymouth,IA,10,NORTHWEST,149,18275,458590,2173,0,217600,210900,128.1,6000,17.1,185800,187200,45.8,1/1/1997 0:00,63.51390078,71.19908,34.68362,142.765,68.9631,32.0808
1359,Plymouth,IA,10,NORTHWEST,149,17901.6,480912.2,2434,9300,219300,213400,159.9,5800,17,189800,190200,48.8,1/1/1998 0:00,64.96083071,72.82109,37.59317,161.5508,76.79776,25.66122
1360,Plymouth,IA,10,NORTHWEST,149,17528.2,503234.4,2695,18600,223000,218600,163.6,4300,19.7,195900,196000,46.1,1/1/1999 0:00,60.51138339,67.83326,39.97346,157.6762,70.51665,20.64717
1361,Plymouth,IA,10,NORTHWEST,149,17154.8,525556.6,2956,27900,218000,212600,119.9,4400,11.6,199700,200000,38.4,1/1/2000 0:00,63.23089567,70.88184,43.30947,125.8419,52.20861,40.55802
1362,Plymouth,IA,10,NORTHWEST,149,16781.4,547878.8,3217,37200,213000,207100,138.8,4400,19.3,198900,200000,43.6,1/1/2001 0:00,53.19790455,59.63485,47.1134,144.3708,66.45553,28.83298
1363,Plymouth,IA,10,NORTHWEST,149,16408,570201,3478,46500,213000,205500,163.5,7000,20.1,195500,196000,48.1,1/1/2002 0:00,56.16977644,62.96632,50.88584,162.9871,77.42271,28.28777
1364,Plymouth,IA,10,NORTHWEST,149,16209.4,609224.4,3651.2,56018.2,224000,213000,158.7,10500,20.3,201100,202000,37.8,1/1/2003 0:00,63.25653463,70.91058,53.05182,139.4664,50.20222,34.69822
1365,Plymouth,IA,10,NORTHWEST,149,16010.8,648247.8,3824.4,65536.4,222000,214000,185.6,5500,23.1,191400,192000,48.6,1/1/2004 0:00,64.95874052,72.81875,58.90783,171.3194,76.1804,36.58758
1366,Plymouth,IA,10,NORTHWEST,149,15812.2,687271.2,3997.6,75054.6,225000,217500,171.8,5700,20,189200,190000,50.4,1/1/2005 0:00,69.69099175,78.1236,63.07375,168.9615,79.66082,51.89667
1367,Plymouth,IA,10,NORTHWEST,149,15613.6,726294.6,4170.8,84572.8,223500,218200,137.1,5100,15.4,191000,191500,50.9,1/1/2006 0:00,64.02914922,71.77668,67.38161,156.4016,81.53716,64.29385
1368,Plymouth,IA,10,NORTHWEST,149,15415,765318,4344,94091,239000,232400,150.8,6000,17.4,175700,176000,49.4,1/1/2007 0:00,82.76644072,92.78118,71.68948,155.1415,71.49812,80.82728
1369,Plymouth,IA,10,NORTHWEST,149,12332,761141,3475.2,89209.2,223500,217000,191,,,193600,194000,51.5,1/1/2008 0:00,78.57447212,88.08199,68.61198,179.2738,83.61439,61.03456
1370,Plymouth,IA,10,NORTHWEST,149,9249,756964,2606.4,84327.4,235500,231500,201.1,,,187100,187500,55.5,1/1/2009 0:00,73.18982251,82.04579,65.10606,189.1377,89.3484,47.36255
1371,Plymouth,IA,10,NORTHWEST,149,6166,752787,1737.6,79445.6,228000,224000,184.7,,,194500,196000,55.7,1/1/2010 0:00,62.31980286,69.8605,62.34489,184.6364,93.67844,41.24743
1372,Plymouth,IA,10,NORTHWEST,149,3083,748610,868.8,74563.8,241000,236500,164.5,,,181500,183000,50.7,1/1/2011 0:00,75.50555387,84.64172,59.73726,163.6832,75.79739,56.49317
1373,Plymouth,IA,10,NORTHWEST,149,0,744433,0,69682,237500,222000,110.1,,,190900,191500,36.8,1/1/2012 0:00,75.07904388,84.1636,56.46379,117.0719,44.84641,68.4019
1374,Plymouth,IA,10,NORTHWEST,149,0,780414.4,0,73809.6,244500,236500,188.9,,,183200,184000,54.2,1/1/2013 0:00,68.59008947,76.88949,59.41701,180.6627,83.537,39.1808
1375,Plymouth,IA,10,NORTHWEST,149,0,816395.8,0,77937.2,232000,216500,187.3,,,193500,195500,56.7,1/1/2014 0:00,58.87862233,66.00294,62.4501,188.4253,95.147,35.17474
1376,Plymouth,IA,10,NORTHWEST,149,0,852377.2,0,82064.8,236500,200500,203.6,,,193600,194500,60.1,1/1/2015 0:00,63.78726551,71.50552,64.81355,203.788,102.1873,34.71837
1377,Plymouth,IA,10,NORTHWEST,149,0,888358.6,0,86192.4,230500,202000,209.2,,,195200,196000,66.1,1/1/2016 0:00,68.0452114,76.27868,68.39828,218.6093,118.9698,45.03746
1378,Plymouth,IA,10,NORTHWEST,149,0,924340,0,90320,234000,211000,193,,,195400,196500,59.6,1/1/2017 0:00,69.31791968,77.70539,70.63669,197.5511,102.124,52.91498
1379,Plymouth,IA,10,NORTHWEST,149,0,960321.4,0,94447.6,226500,214500,213.8,,,197500,201500,61.3,1/1/2018 0:00,62.43185381,69.98611,73.93999,208.9156,109.6615,44.672
1380,Plymouth,IA,10,NORTHWEST,149,0,996302.8,0,98575.2,236500,231000,217.8,,,,,,1/1/2019 0:00,63.30912445,70.96953,,,,
1381,Humboldt,IA,20,NORTH CENTRAL,91,1613,85407,299,0,124700,123400,147.9,900,19.3,122900,123400,46.3,1/1/1997 0:00,69.42273204,77.82288,9.484428,154.317,75.51656,8.506868
1382,Humboldt,IA,20,NORTH CENTRAL,91,1290.4,87592.2,239.2,1903.2,126100,124900,137.1,900,17.8,118600,118900,46.7,1/1/1998 0:00,66.40418855,74.43909,10.27799,149.9828,74.73294,9.46722
1383,Humboldt,IA,20,NORTH CENTRAL,91,967.8,89777.4,179.4,3806.4,127000,125700,143.7,900,18.6,119900,120000,41.8,1/1/1999 0:00,67.39392187,75.54858,10.86287,142.3009,61.94267,6.05322
1384,Humboldt,IA,20,NORTH CENTRAL,91,645.2,91962.6,119.6,5709.6,130000,128300,158.8,1100,17.5,117900,118000,45.9,1/1/2000 0:00,69.23188661,77.60895,11.48447,155.8951,71.21205,4.41037
1385,Humboldt,IA,20,NORTH CENTRAL,91,322.6,94147.8,59.8,7612.8,125000,123300,144.6,1000,21.8,121200,122000,42.8,1/1/2001 0:00,56.38324986,63.20562,12.19906,145.3227,65.64555,-4.27247
1386,Humboldt,IA,20,NORTH CENTRAL,91,0,96333,0,9516,126500,124000,172.6,1400,18.9,114700,115000,47.4,1/1/2002 0:00,55.7555875,62.50201,13.1602,164.4379,75.13143,-13.64426
1387,Humboldt,IA,20,NORTH CENTRAL,91,0,98944,0,10281.8,128500,126500,169.2,1500,22.7,116400,117000,33.8,1/1/2003 0:00,68.4797204,76.76577,13.47759,134.9761,40.14951,-4.58323
1388,Humboldt,IA,20,NORTH CENTRAL,91,0,101555,0,11047.6,132000,130000,190.2,1000,18,113500,114000,47.4,1/1/2004 0:00,65.94390597,73.92312,13.98093,170.3,73.11571,-9.28024
1389,Humboldt,IA,20,NORTH CENTRAL,91,0,104166,0,11813.4,131000,129000,188.2,1200,22.2,111900,112500,51.9,1/1/2005 0:00,76.47942921,85.73344,14.66066,178.4018,84.13522,6.12752
1390,Humboldt,IA,20,NORTH CENTRAL,91,0,106777,0,12579.2,131000,129900,181.3,1000,21.3,110300,110500,52.5,1/1/2006 0:00,71.83433745,80.52629,15.32269,176.3782,84.80818,4.27896
1391,Humboldt,IA,20,NORTH CENTRAL,91,0,109388,0,13345,147500,146100,177.5,,,93900,94000,51.8,1/1/2007 0:00,88.90400072,99.66138,15.86332,167.256,70.67139,18.94009
1392,Humboldt,IA,20,NORTH CENTRAL,91,0,118638.6,0,12287.6,139000,134500,172,,,104600,105000,49.5,1/1/2008 0:00,85.14242669,95.44466,16.24501,164.8629,72.78135,19.60812
1393,Humboldt,IA,20,NORTH CENTRAL,91,0,127889.2,0,11230.2,140500,139500,191,,,102100,102500,53.5,1/1/2009 0:00,79.39749902,89.00459,16.85834,178.9893,80.4632,7.33683
1394,Humboldt,IA,20,NORTH CENTRAL,91,0,137139.8,0,10172.8,135000,131000,153.2,,,105500,107000,46,1/1/2010 0:00,71.461056,80.10784,17.47673,151.1684,66.41369,12.82986
1395,Humboldt,IA,20,NORTH CENTRAL,91,0,146390.4,0,9115.4,142500,141400,185.5,250,25,99400,100000,51.8,1/1/2011 0:00,91.82765894,102.9388,17.98829,172.7059,74.8723,23.09349
1396,Humboldt,IA,20,NORTH CENTRAL,91,0,155641,0,8058,145000,142500,146.1,,,97000,97500,43,1/1/2012 0:00,91.61405818,102.6994,18.53589,139.338,53.87093,35.76822
1397,Humboldt,IA,20,NORTH CENTRAL,91,0,150315.4,0,8417.6,127000,125500,155.4,,,99200,99600,43.9,1/1/2013 0:00,73.74187506,82.66464,19.40298,147.6983,61.03144,15.40076
1398,Humboldt,IA,20,NORTH CENTRAL,91,0,144989.8,0,8777.2,142500,139300,176.9,,,95900,96400,46.4,1/1/2014 0:00,78.11425036,87.56608,17.99278,159.0246,61.48348,8.01774
1399,Humboldt,IA,20,NORTH CENTRAL,91,0,139664.2,0,9136.8,136000,133700,194.8,,,103000,103500,56.6,1/1/2015 0:00,77.25356789,86.60125,17.53752,187.4996,89.67868,6.31785
1400,Humboldt,IA,20,NORTH CENTRAL,91,0,134338.6,0,9496.4,145000,140600,206.1,,,93600,94100,61,1/1/2016 0:00,82.57182881,92.56302,17.15598,196.567,91.03286,4.18486
1401,Humboldt,IA,20,NORTH CENTRAL,91,0,129013,0,9856,133500,132600,200.9,,,104400,105000,58,1/1/2017 0:00,84.18458351,94.37092,16.78724,193.2137,94.69225,12.63671
1402,Humboldt,IA,20,NORTH CENTRAL,91,0,123687.4,0,10215.6,136500,131800,162.3,,,100200,102500,50.4,1/1/2018 0:00,75.64856768,84.80205,16.34107,161.9768,74.62171,13.78803
1403,Humboldt,IA,20,NORTH CENTRAL,91,0,118361.8,0,10575.2,137000,134200,198.7,,,99700,100500,54.9,1/1/2019 0:00,76.55716185,85.82058,16.03064,185.154,83.92321,0.62043
1404,Pocahontas,IA,10,NORTHWEST,151,1801,117654,443,0,169100,167800,148.2,700,19.4,169500,170800,47,1/1/1997 0:00,67.65595324,75.84232,9.386003,156.2587,78.19582,7.165443
1405,Pocahontas,IA,10,NORTHWEST,151,1850.4,126756.4,569.4,2738.8,168900,167500,136.3,1000,14.1,162900,163500,46.7,1/1/1998 0:00,68.45955976,76.74316,11.07533,150.2768,75.74483,13.28652
1406,Pocahontas,IA,10,NORTHWEST,151,1899.8,135858.8,695.8,5477.6,170000,168700,157.7,1200,21.3,167800,168000,42.3,1/1/1999 0:00,66.65584381,74.7212,12.34491,149.3417,64.71579,2.4402
1407,Pocahontas,IA,10,NORTHWEST,151,1949.2,144961.2,822.2,8216.4,175000,173400,155.6,,,161700,162000,43.1,1/1/2000 0:00,69.08445866,77.44368,13.83893,149.1463,64.66892,6.80523
1408,Pocahontas,IA,10,NORTHWEST,151,1998.6,154063.6,948.6,10955.2,169000,166900,135.3,,,167000,168000,42.5,1/1/2001 0:00,58.41093449,65.47866,15.29631,141.5768,65.44688,4.64505
1409,Pocahontas,IA,10,NORTHWEST,151,2048,163166,1075,13694,171000,169500,167.6,900,20,156500,157000,48.9,1/1/2002 0:00,59.68362101,66.90534,17.2134,165.577,79.40275,-2.05551
1410,Pocahontas,IA,10,NORTHWEST,151,2059.2,174956.4,1151,12785.8,171000,169500,168.1,1000,22,158900,160000,34,1/1/2003 0:00,68.64573133,76.95187,17.73168,135.0659,41.24552,0.86317
1411,Pocahontas,IA,10,NORTHWEST,151,2070.4,186746.8,1227,11877.6,175500,174000,195.5,1000,18,154400,155000,45.9,1/1/2004 0:00,70.71387222,79.27025,18.43382,169.5995,70.19131,-1.70412
1412,Pocahontas,IA,10,NORTHWEST,151,2081.6,198537.2,1303,10969.4,178000,176000,183.3,1300,18.8,149800,150500,49.6,1/1/2005 0:00,77.70455986,87.10681,19.22547,171.4936,77.73344,12.57212
1413,Pocahontas,IA,10,NORTHWEST,151,2092.8,210327.6,1379,10061.2,175500,173500,166.5,,,151800,152500,52.1,1/1/2006 0:00,73.75128986,82.67519,19.93523,170.4113,85.17094,17.37006
1414,Pocahontas,IA,10,NORTHWEST,151,2104,222118,1455,9153,190000,187500,167.1,,,137300,137500,51.1,1/1/2007 0:00,92.04883835,103.1867,20.64717,164.4152,74.64074,34.05941
1415,Pocahontas,IA,10,NORTHWEST,151,2019.4,225434.6,1524.4,9999.6,179000,176000,178,,,149600,150000,51,1/1/2008 0:00,86.61213108,97.0922,21.0276,172.1145,80.80851,26.81381
1416,Pocahontas,IA,10,NORTHWEST,151,1934.8,228751.2,1593.8,10846.2,182500,181500,190.1,,,146100,146500,50.5,1/1/2009 0:00,80.50275723,90.24359,21.50217,174.9371,77.71922,14.52788
1417,Pocahontas,IA,10,NORTHWEST,151,1850.2,232067.8,1663.2,11692.8,178500,175000,172.6,,,147000,148500,46.9,1/1/2010 0:00,73.81300541,82.74438,22.11115,161.6273,70.4229,13.65113
1418,Pocahontas,IA,10,NORTHWEST,151,1765.6,235384.4,1732.6,12539.4,187000,183700,181.2,,,140200,141000,50.3,1/1/2011 0:00,92.01270184,103.1462,22.51976,169.8215,74.56464,30.4091
1419,Pocahontas,IA,10,NORTHWEST,151,1681,238701,1802,13386,190000,187700,165.3,,,140000,140500,45.9,1/1/2012 0:00,90.13192657,101.0379,22.82183,154.5226,63.62503,32.96216
1420,Pocahontas,IA,10,NORTHWEST,151,1700,270724.8,1872.6,13090.2,180000,178000,163.8,,,132800,133500,41.1,1/1/2013 0:00,82.39524433,92.36507,26.51405,145.0637,52.68204,26.49746
1421,Pocahontas,IA,10,NORTHWEST,151,1719,302748.6,1943.2,12794.4,184500,182900,174.8,,,140200,141000,47.8,1/1/2014 0:00,75.33775051,84.45362,27.90075,162.5575,69.28219,19.07906
1422,Pocahontas,IA,10,NORTHWEST,151,1738,334772.4,2013.8,12498.6,186000,181100,205.5,,,137900,138500,58,1/1/2015 0:00,79.77918245,89.43246,30.3582,194.3191,91.80125,17.27281
1423,Pocahontas,IA,10,NORTHWEST,151,1757,366796.2,2084.4,12202.8,185000,182500,206.8,,,135500,136000,60.6,1/1/2016 0:00,85.27163542,95.5895,33.08653,199.0371,97.08282,26.72175
1424,Pocahontas,IA,10,NORTHWEST,151,1776,398820,2155,11907,183500,180800,190.9,,,142200,143000,58.2,1/1/2017 0:00,86.94029381,97.46007,34.88612,189.421,94.67695,37.60214
1425,Pocahontas,IA,10,NORTHWEST,151,1795,430843.8,2225.6,11611.2,179500,175600,179.2,,,145000,147000,49.7,1/1/2018 0:00,78.13332867,87.58746,37.24305,169.441,76.6342,32.02371
1426,Pocahontas,IA,10,NORTHWEST,151,1814,462867.6,2296.2,11315.4,,,,,,,,,1/1/2019 0:00,79.07095467,88.63854,,,,
